CoralNetID,CoralNetName,Default short code,Functional group,Public sources using,Public annotation count,MERMAID_BA,MERMAID_GF,MermaidBaID,MermaidGfID,CoralFocus3Label
2232,Other Invertebrates,OR_Invert,Other Invertebrates,112,1897,Other invertebrates,NA,3dc38d25-ed80-4049-af16-e85f04f97cc6,NA,Other invertebrates
179,Other sessile invertebrates,OTH-SINV,Other Invertebrates,39,2508,Other invertebrates,NA,3dc38d25-ed80-4049-af16-e85f04f97cc6,NA,Other invertebrates
4015,Polychaeta,POLYCH,Other Invertebrates,6,22,Other invertebrates,NA,3dc38d25-ed80-4049-af16-e85f04f97cc6,NA,Other invertebrates
360,Worms: Polychaetes,WP,Other Invertebrates,11,120,Other invertebrates,NA,3dc38d25-ed80-4049-af16-e85f04f97cc6,NA,Other invertebrates
361,Worms: Polychaetes: Tube worms,WPTW,Other Invertebrates,19,3663,Other invertebrates,NA,3dc38d25-ed80-4049-af16-e85f04f97cc6,NA,Other invertebrates
627,Acropora (submassive),Acr_sub,Hard coral,15,28,Acropora,Submassive,050c0689-0b01-4a6c-afbf-a5d3ca39c310,66f2cd86-a949-414e-96ac-5ea1fb702c5c,Acropora
1292,CRED-Millepora spp,*MISP,Hard coral,10,2026,Millepora,NA,995f68d0-2dec-4e22-916a-cf1f44c1663b,NA,Millepora
79,Millepora,Millepora,Other Invertebrates,112,15890,Millepora,NA,995f68d0-2dec-4e22-916a-cf1f44c1663b,NA,Millepora
1976,Millepora spp.,Mil_spp,Hard coral,10,6975,Millepora,NA,995f68d0-2dec-4e22-916a-cf1f44c1663b,NA,Millepora
1295,CRED-Montipora spp_foliose,*MOFO,Hard coral,15,21266,Montipora,Foliose,4acaa53b-7ec9-4abd-bb4a-1d96b6224c0d,e149db12-9398-4a10-8642-5db70d1a8505,Montipora - Foliose
456,Hydroid,Hydra,Other Invertebrates,30,3523,Hydroid,NA,e58eb448-5c03-4c1d-a7fc-f5c1ef379c77,NA,Other invertebrates
503,Dictyota,Dictyota,Algae,130,206655,Dictyota,NA,987019bd-142e-4333-993a-a820030360a9,NA,Macroalgae
401,Dictyota spp,Dict,Algae,8,2012,Dictyota,NA,987019bd-142e-4333-993a-a820030360a9,NA,Macroalgae
1307,CRED-Porites spp_encrusting,*POEN,Hard coral,15,26200,Porites,Encrusting,2b55697f-f26e-433e-9070-f1fe9748bf7b,b406252b-c160-4fd6-b7f9-f61d5e2779a5,Remove
2051,Sinularia,Sinla,Other Invertebrates,33,12118,Sinularia,NA,ad22bde8-47c5-45dd-9d6e-45dd361b3b06,NA,Soft coral
1332,CRED-Lobophora spp,*LOBO,Algae,13,5249,Lobophora,NA,d63b491c-adc7-4869-aa6c-6c2a784830d5,NA,Macroalgae
138,Lobophora,Lobophora,Algae,65,57337,Lobophora,NA,d63b491c-adc7-4869-aa6c-6c2a784830d5,NA,Macroalgae
59,Acropora,Acropora,Hard coral,105,183326,Acropora,NA,050c0689-0b01-4a6c-afbf-a5d3ca39c310,NA,Acropora
221,Acropora (corymbose),Acr_corym,Hard coral,12,1391,Acropora,Corymbose,050c0689-0b01-4a6c-afbf-a5d3ca39c310,1dd23b35-32d7-489f-bee1-3985e17c113f,Remove
1322,CRED-Zoanthid,*ZO,Other Invertebrates,13,1528,Zoanthid,NA,1c0af377-dc41-4025-bc0a-917405f2a56c,NA,Other invertebrates
133,Zoanthid,Zoanthid,Other Invertebrates,113,7688,Zoanthid,NA,1c0af377-dc41-4025-bc0a-917405f2a56c,NA,Other invertebrates
2609,Zoanthids,Z,Other Invertebrates,10,1042,Zoanthid,NA,1c0af377-dc41-4025-bc0a-917405f2a56c,NA,Other invertebrates
3210,Zooanthid,Zoo,Other Invertebrates,25,1176,Zoanthid,NA,1c0af377-dc41-4025-bc0a-917405f2a56c,NA,Other invertebrates
1267,CRED-Free-living hard coral,*FREE,Hard coral,15,1231,Hard coral,Mushroom coral,350e9eb4-5e6b-48f5-aeb8-0bfdf023bf1c,7a3be72b-a96e-4434-9c42-a817fe3fc765,Hard coral
3095,Hard Coral (free-living),HC_free,Hard coral,14,155,Hard coral,Mushroom coral,350e9eb4-5e6b-48f5-aeb8-0bfdf023bf1c,7a3be72b-a96e-4434-9c42-a817fe3fc765,Hard coral
1300,CRED-Pavona spp_encrusting,*PAEN,Hard coral,15,4790,Pavona,Encrusting,108ff93e-9191-42bf-b502-3a437407b22a,b406252b-c160-4fd6-b7f9-f61d5e2779a5,Pavona
103,All other,Other,Other,107,16814,Other,NA,31c5af16-30d7-4966-97f4-01889a5cf973,NA,Remove
1886,ARMS-CREP-No Recruitment,_NR,Other,14,28435,Other,NA,31c5af16-30d7-4966-97f4-01889a5cf973,NA,Remove
2237,Biofilm,biofilm,Soft Substrate,15,5411,Other,NA,31c5af16-30d7-4966-97f4-01889a5cf973,NA,Remove
4818,Black Fungus Disease (BFD),BFD,Other,35,3644,Other,NA,31c5af16-30d7-4966-97f4-01889a5cf973,NA,Remove
3283,Boulder,Bold,Hard Substrate,10,12533,Other,NA,31c5af16-30d7-4966-97f4-01889a5cf973,NA,Remove
3540,Calcium Carbonate,Calc,Other,45,5020,Other,NA,31c5af16-30d7-4966-97f4-01889a5cf973,NA,Remove
1353,CRED-Shadow,*SHAD,Other,16,60058,Other,NA,31c5af16-30d7-4966-97f4-01889a5cf973,NA,Remove
1351,CRED-Tape,*TAPE,Other,16,2603,Other,NA,31c5af16-30d7-4966-97f4-01889a5cf973,NA,Remove
1352,CRED-Wand,*WAND,Other,15,6954,Other,NA,31c5af16-30d7-4966-97f4-01889a5cf973,NA,Remove
2100,CREP-T1 Tape/Wand,*TW,Other,11,829,Other,NA,31c5af16-30d7-4966-97f4-01889a5cf973,NA,Remove
3484,Detritus,detritus,Soft Substrate,17,17254,Other,NA,31c5af16-30d7-4966-97f4-01889a5cf973,NA,Remove
460,Fish,FISH,Other,149,500,Other,NA,31c5af16-30d7-4966-97f4-01889a5cf973,NA,Remove
1637,Framer,FRM,Other,9,9856,Other,NA,31c5af16-30d7-4966-97f4-01889a5cf973,NA,Remove
1644,Gravel,GRAV,Soft Substrate,6,5799,Other,NA,31c5af16-30d7-4966-97f4-01889a5cf973,NA,Remove
85,Off,Off,Other,7,4720,Other,NA,31c5af16-30d7-4966-97f4-01889a5cf973,NA,Remove
2546,Other,O,Other,179,52633,Other,NA,31c5af16-30d7-4966-97f4-01889a5cf973,NA,Remove
3123,Others,OTH,Other,13,17281,Other,NA,31c5af16-30d7-4966-97f4-01889a5cf973,NA,Remove
2513,Pavement,Pavement,Hard Substrate,10,64947,Other,NA,31c5af16-30d7-4966-97f4-01889a5cf973,NA,Remove
1848,PVC,PVC,Other,15,7290,Other,NA,31c5af16-30d7-4966-97f4-01889a5cf973,NA,Remove
3603,Quadrat,QUD,Other,8,6872,Other,NA,31c5af16-30d7-4966-97f4-01889a5cf973,NA,Remove
1911,Rock_Pavement,RckPav,Hard Substrate,13,10264,Other,NA,31c5af16-30d7-4966-97f4-01889a5cf973,NA,Remove
222,Shadow,SHAD,Other,76,50535,Other,NA,31c5af16-30d7-4966-97f4-01889a5cf973,NA,Remove
523,Shell/ Shell Hash,Shell,Hard Substrate,16,6640,Other,NA,31c5af16-30d7-4966-97f4-01889a5cf973,NA,Remove
747,tag/frame/zspar etc,TAG,Other,23,15828,Other,NA,31c5af16-30d7-4966-97f4-01889a5cf973,NA,Remove
1827,TAPE,TAPE,Other,40,16211,Other,NA,31c5af16-30d7-4966-97f4-01889a5cf973,NA,Remove
4936,Tape_TWS,taptws,Other,6,2577,Other,NA,31c5af16-30d7-4966-97f4-01889a5cf973,NA,Remove
107,Transect hardware,Transect,Other,30,11884,Other,NA,31c5af16-30d7-4966-97f4-01889a5cf973,NA,Remove
2515,Transect Tape,TT,Other,9,3183,Other,NA,31c5af16-30d7-4966-97f4-01889a5cf973,NA,Remove
638,Trash,Trash,Other,28,128,Other,NA,31c5af16-30d7-4966-97f4-01889a5cf973,NA,Remove
2545,Wand,WAND,Other,14,2815,Other,NA,31c5af16-30d7-4966-97f4-01889a5cf973,NA,Remove
461,Water,WATER,Other,28,40233,Other,NA,31c5af16-30d7-4966-97f4-01889a5cf973,NA,Remove
1335,CRED-Padina spp,*PADI,Algae,14,3595,Padina,NA,053de64e-a2b9-40b6-b566-cf3a5e95e267,NA,Macroalgae
428,Padina,Padina,Algae,90,50056,Padina,NA,053de64e-a2b9-40b6-b566-cf3a5e95e267,NA,Macroalgae
1980,Padina spp.,Pad_spp,Algae,37,990,Padina,NA,053de64e-a2b9-40b6-b566-cf3a5e95e267,NA,Macroalgae
128,Sarcophyton,Sarco,Other Invertebrates,33,1006,Sarcophyton,NA,d19a0d50-6372-4390-922b-cc8e8f7f13eb,NA,Soft coral
1767,Gorgonian,GOR,Other Invertebrates,10,3185,Gorgonian,NA,3aa2e125-3f74-4f91-94f6-fd030319f2b1,NA,Soft coral
1802,Gorgoniidae,GORGONII,Other Invertebrates,52,60908,Gorgonian,NA,3aa2e125-3f74-4f91-94f6-fd030319f2b1,NA,Soft coral
1293,CRED-Montipora spp_branching,*MOBR,Hard coral,16,4190,Montipora,Branching,4acaa53b-7ec9-4abd-bb4a-1d96b6224c0d,cf2deca6-53b8-4096-916f-32c2c71d14bf,Remove
605,Acropora (encrusting),Acr_enc,Hard coral,19,221,Acropora,Encrusting,050c0689-0b01-4a6c-afbf-a5d3ca39c310,b406252b-c160-4fd6-b7f9-f61d5e2779a5,Remove
1264,CRED-Encrusting hard coral,*ENC,Hard coral,17,16105,Acropora,Encrusting,050c0689-0b01-4a6c-afbf-a5d3ca39c310,b406252b-c160-4fd6-b7f9-f61d5e2779a5,Remove
2427,Tubipora,Tubipora,Other Invertebrates,7,83,Tubipora,NA,efae0d72-6980-4c29-be83-63da72812a35,NA,Hard coral
74,Porites,Porites,Hard coral,124,367911,Porites,NA,2b55697f-f26e-433e-9070-f1fe9748bf7b,NA,Remove
429,Sargassum,Sargassum,Algae,112,7664,Sargassum,NA,e1272775-11a6-4f60-9054-956567a961df,NA,Macroalgae
94,Seagrass,Seagrass,Seagrass,71,257609,Seagrass,NA,5f1f7956-bc21-4bfd-a409-9740e614b2ac,NA,Seagrass
435,Turbinaria (algae),Turbin,Algae,109,3778,Turbinaria-algae,NA,6439edbc-f43a-485f-81b3-e64246c4fc90,NA,Macroalgae
113,Porites astreoides,PorAstr,Hard coral,53,26248,Porites astreoides,NA,e288a94f-7117-4a54-9558-7d71144ccdc1,NA,Remove
2050,Lobophytum,Lobphy,Other Invertebrates,13,1454,Lobophytum,NA,d68c54e3-1499-4987-9b31-716a90d4901a,NA,Soft coral
1368,Orbicella annularis,OrbAnn,Hard coral,33,12246,Orbicella annularis,NA,9be51ec6-7400-46c7-bdfe-c56eac991cb7,NA,Orbicella
111,Siderastrea siderea,SidSid,Hard coral,43,14742,Siderastrea siderea,NA,8c98a043-b8e4-4d55-8ad2-fbdfcf455af5,NA,Siderastrea
1788,Porites porites,PorPor,Hard coral,38,2668,Porites porites,NA,39aa8616-e9ed-4fda-809a-5f9befc6efc2,NA,Remove
532,Peyssonnelia,Peysson,Algae,65,202462,Peyssonnelid algae,NA,7d84ea57-8116-4eba-a39e-5f086b5370db,NA,Crustose coralline algae
6151,Cover - Abundance of Cyanobacteria,C_A_Cyano,Other,8,922,Cyanobacteria,NA,3218e7ea-8827-4262-96a1-104e5ec50ffc,NA,Cyanobacteria
2543,Cyanobacteria,CYANOB,Other,95,247654,Cyanobacteria,NA,3218e7ea-8827-4262-96a1-104e5ec50ffc,NA,Cyanobacteria
143,Cyanobacteria films,CYAN,Other,15,2136,Cyanobacteria,NA,3218e7ea-8827-4262-96a1-104e5ec50ffc,NA,Cyanobacteria
1439,Cyanobacteria smothering dead coral,CYANO_DHC,Algae,9,296,Cyanobacteria,NA,3218e7ea-8827-4262-96a1-104e5ec50ffc,NA,Cyanobacteria
2011,Cyanobacterium sp.,Cya_spe,Algae,6,627,Cyanobacteria,NA,3218e7ea-8827-4262-96a1-104e5ec50ffc,NA,Cyanobacteria
2455,Schizothrix,Cyan red,Other,33,21,Cyanobacteria,NA,3218e7ea-8827-4262-96a1-104e5ec50ffc,NA,Cyanobacteria
1742,Millepora alcicornis,MILA,Other Invertebrates,38,18622,Millepora alcicornis,NA,4c173e5b-b34a-4b9d-8fea-9f598673fa33,NA,Millepora
2605,Bleached Porites (massive),B_Por_mass,Hard coral,6,160,Bleached coral,Massive,0c854534-f891-4c52-99bf-cf7f617ca0fc,888609b5-b58a-4d57-addc-a6935bba284b,Remove
2485,Bleached Acropora,B_Acro,Hard coral,13,51,Bleached coral,NA,0c854534-f891-4c52-99bf-cf7f617ca0fc,NA,Remove
2496,Bleached Favites,B_Favites,Hard coral,6,10,Bleached coral,NA,0c854534-f891-4c52-99bf-cf7f617ca0fc,NA,Remove
224,Bleached Goniopora,B_Goniop,Hard coral,6,32,Bleached coral,NA,0c854534-f891-4c52-99bf-cf7f617ca0fc,NA,Remove
119,Bleached Hard Coral,B_HC,Hard coral,96,7790,Bleached coral,NA,0c854534-f891-4c52-99bf-cf7f617ca0fc,NA,Remove
212,Bleached Montipora,B_Monti,Hard coral,11,44,Bleached coral,NA,0c854534-f891-4c52-99bf-cf7f617ca0fc,NA,Remove
2186,Bleached Montipora flabellata,B_MontiFla,Hard coral,33,495,Bleached coral,NA,0c854534-f891-4c52-99bf-cf7f617ca0fc,NA,Remove
2490,Bleached Pocillopora,B_Pocillo,Hard coral,14,123,Bleached coral,NA,0c854534-f891-4c52-99bf-cf7f617ca0fc,NA,Remove
4520,Bleached Pocillopora damicornis,B_PocDam,Hard coral,32,33,Bleached coral,NA,0c854534-f891-4c52-99bf-cf7f617ca0fc,NA,Remove
2201,Bleached Pocillopora meandrina,B_PocMean,Hard coral,35,177,Bleached coral,NA,0c854534-f891-4c52-99bf-cf7f617ca0fc,NA,Remove
216,Bleached Porites,B_Porit,Hard coral,10,5,Bleached coral,NA,0c854534-f891-4c52-99bf-cf7f617ca0fc,NA,Remove
2209,Bleached Porites compressa,B_PorComp,Hard coral,37,316,Bleached coral,NA,0c854534-f891-4c52-99bf-cf7f617ca0fc,NA,Remove
770,Bleached Stylophora pistillata,B_StPis,Hard coral,6,23,Bleached coral,NA,0c854534-f891-4c52-99bf-cf7f617ca0fc,NA,Remove
2185,Montipora capitata bleached,Moncap BL,Hard coral,36,3850,Bleached coral,NA,0c854534-f891-4c52-99bf-cf7f617ca0fc,NA,Remove
2217,Porites lobata bleached,Porlob BL,Hard coral,33,1278,Bleached coral,NA,0c854534-f891-4c52-99bf-cf7f617ca0fc,NA,Remove
603,Acropora (arborescent table),Acr_arbTab,Hard coral,7,159,Acropora,Arborescent,050c0689-0b01-4a6c-afbf-a5d3ca39c310,7e71833a-fc29-4176-91cb-1df6723089ed,Remove
600,Acropora (arborescent),Acr_arb,Hard coral,17,4445,Acropora,Arborescent,050c0689-0b01-4a6c-afbf-a5d3ca39c310,7e71833a-fc29-4176-91cb-1df6723089ed,Remove
1369,Orbicella faveolata,OrbFav,Hard coral,37,11724,Orbicella faveolata,NA,3f7a3174-94b4-4e50-b4d6-f80724bd0983,NA,Orbicella
2826,Thalassia testudinum,ThalTes,Seagrass,16,19164,Thalassia testudinum,NA,8d8e556c-63a5-4aa8-9d25-f265c162b9be,NA,Seagrass
4051,Ascidiacea,ASCID,Other Invertebrates,7,230,Ascidian,NA,98872a8a-e688-4e8e-994e-777ddad439de,NA,Other invertebrates
227,Ascidian,ASCD,Other Invertebrates,55,2992,Ascidian,NA,98872a8a-e688-4e8e-994e-777ddad439de,NA,Other invertebrates
3522,Ascidian (colonial),ASCD_col,Other Invertebrates,8,2262,Ascidian,NA,98872a8a-e688-4e8e-994e-777ddad439de,NA,Other invertebrates
3521,Ascidian (solitary),ASCD_sol,Other Invertebrates,10,1763,Ascidian,NA,98872a8a-e688-4e8e-994e-777ddad439de,NA,Other invertebrates
5994,Green diplosoma,g_diplo,Soft Substrate,32,379,Ascidian,NA,98872a8a-e688-4e8e-994e-777ddad439de,NA,Other invertebrates
1302,CRED-Platygyra spp,*PLSP,Hard coral,9,2247,Platygyra,NA,9cd8176f-b5b4-474e-87bc-f2744338fe00,NA,Platygyra
116,Platygyra,Platy,Hard coral,76,11473,Platygyra,NA,9cd8176f-b5b4-474e-87bc-f2744338fe00,NA,Platygyra
1276,CRED-Echinopora spp,*ECHP,Hard coral,9,679,Echinopora,NA,c1e97c98-de9f-4b05-963f-0276784fca2d,NA,Echinopora
99,Echinopora,Echinopora,Hard coral,64,18034,Echinopora,NA,c1e97c98-de9f-4b05-963f-0276784fca2d,NA,Echinopora
1299,CRED-Pavona spp_massive,*PAMA,Hard coral,15,2889,Pavona,Massive,108ff93e-9191-42bf-b502-3a437407b22a,888609b5-b58a-4d57-addc-a6935bba284b,Pavona
1357,Agaricia agaricites,AgAga,Hard coral,37,14005,Agaricia agaricites,NA,da503ac3-1c43-49d4-aafa-a7f8c140dec7,NA,Agaricia
3459,Hard Coral Tabulate,HcT,Hard coral,9,799,Hard coral,Plates or tables,350e9eb4-5e6b-48f5-aeb8-0bfdf023bf1c,6b2aabb4-d16f-445e-933f-16341030fdba,Hard coral
2562,Jania,Jania,Algae,56,13972,Jania,NA,788e1ca9-72ee-4872-9b79-a885e1a59c67,NA,Macroalgae
1304,CRED-Pocillopora spp,*POCS,Hard coral,16,34661,Pocillopora,NA,da1dfe78-f982-4b09-81ae-b38d328bd85e,NA,Pocillopora
73,Pocillopora,Pocill,Hard coral,118,118076,Pocillopora,NA,da1dfe78-f982-4b09-81ae-b38d328bd85e,NA,Pocillopora
1743,Millepora complanata,MILC,Other Invertebrates,30,7362,Millepora complanata,NA,16287ac3-a2c5-4d10-ad2d-eae00c4cc148,NA,Millepora
1281,CRED-Galaxea spp,*GASP,Hard coral,10,1911,Galaxea,NA,c91dee81-7cb4-410b-bfce-52d98b67732f,NA,Galaxea
760,Galaxea,Galaxea,Hard coral,63,8427,Galaxea,NA,c91dee81-7cb4-410b-bfce-52d98b67732f,NA,Galaxea
70,Montipora,Monti,Hard coral,104,123868,Montipora,NA,4acaa53b-7ec9-4abd-bb4a-1d96b6224c0d,NA,Montipora
1768,Acropora cervicornis,AcrCerv,Hard coral,43,1718,Acropora cervicornis,NA,c20e38e5-ac36-41b3-a234-14e8f0de5c16,NA,Acropora
1868,Galaxaura,Galaxaura,Algae,63,1253,Galaxaura,NA,ea24a5b8-a64a-4ee2-8eeb-4afd2254db86,NA,Macroalgae
1308,CRED-Porites spp_foliose,*POFO,Hard coral,13,11879,Porites,Foliose,2b55697f-f26e-433e-9070-f1fe9748bf7b,e149db12-9398-4a10-8642-5db70d1a8505,Remove
1772,Colpophyllia natans,CoNat,Hard coral,42,8358,Colpophyllia natans,NA,5f0cb866-1e5f-4277-a8a6-ffd31e811c66,NA,Faviidae
1278,CRED-Favia spp,*FASP,Hard coral,10,7897,Favia,NA,656169f6-2344-423c-845d-9d4c1d14d69d,NA,Remove
4709,Favia,fav,Hard coral,50,2047,Favia,NA,656169f6-2344-423c-845d-9d4c1d14d69d,NA,Remove
62,Favia (Indo-Pacific),Favia,Hard coral,13,2011,Favia,NA,656169f6-2344-423c-845d-9d4c1d14d69d,NA,Remove
88,Porites rus,PorRus,Hard coral,84,41907,Porites rus,NA,7d41bcd1-d9dd-4b8f-85ab-cd410ae0e1ef,NA,Remove
72,Pavona,Pavona,Hard coral,90,31288,Pavona,NA,108ff93e-9191-42bf-b502-3a437407b22a,NA,Pavona
1968,Galaxea fascicularis,GalFasc,Hard coral,6,100,Galaxea fascicularis,NA,ed69cfb2-51f1-4e58-943f-868c86144f8f,NA,Galaxea
96,Bare Substrate,Bare-Subst,Hard Substrate,57,160475,Bare substrate,NA,d9086647-3a82-4634-97bc-6e10347af39b,NA,Bare substrate
2218,Basalt,Basalt,Hard Substrate,32,27,Bare substrate,NA,d9086647-3a82-4634-97bc-6e10347af39b,NA,Bare substrate
1344,CRED-Fine sediment,*FINE,Soft Substrate,15,5232,Bare substrate,NA,d9086647-3a82-4634-97bc-6e10347af39b,NA,Bare substrate
1345,CRED-Hard substrate,*HARD,Hard Substrate,13,6340,Bare substrate,NA,d9086647-3a82-4634-97bc-6e10347af39b,NA,Bare substrate
3438,Hard Substrate,HS,Hard Substrate,33,49714,Bare substrate,NA,d9086647-3a82-4634-97bc-6e10347af39b,NA,Bare substrate
5118,limestone_stable_substrate,limess,Hard Substrate,35,873,Bare substrate,NA,d9086647-3a82-4634-97bc-6e10347af39b,NA,Bare substrate
95,Sediment,Sediment,Soft Substrate,22,25657,Bare substrate,NA,d9086647-3a82-4634-97bc-6e10347af39b,NA,Bare substrate
4114,Substrate: Consolidated (hard),MGSC,Hard Substrate,11,382199,Bare substrate,NA,d9086647-3a82-4634-97bc-6e10347af39b,NA,Bare substrate
4115,Substrate: Unconsolidated (soft),MGSU,Soft Substrate,9,6445,Bare substrate,NA,d9086647-3a82-4634-97bc-6e10347af39b,NA,Bare substrate
369,Substrate: Unconsolidated : pebble/gravel,SUPG,Soft Substrate,6,5594,Bare substrate,NA,d9086647-3a82-4634-97bc-6e10347af39b,NA,Bare substrate
1370,Orbicella franksi,OrbFrank,Hard coral,31,5589,Orbicella franksi,NA,28373b18-98da-4ffe-b482-c0b1b5d4e82c,NA,Orbicella
423,Caulerpa,Caulerpa,Algae,78,20878,Caulerpa,NA,a769ae7f-afb0-4d84-a915-b7ac7079b771,NA,Macroalgae
1328,CRED-Caulerpa spp,*CAUL,Algae,39,834,Caulerpa,NA,a769ae7f-afb0-4d84-a915-b7ac7079b771,NA,Macroalgae
3208,Anemone,Anemone,Other Invertebrates,69,968,Anemone,NA,cbe35e54-4536-4a2d-8ded-8e831625bfd9,NA,Other invertebrates
4774,Cnidaria: True anemones,CNTR,Other Invertebrates,12,2404,Anemone,NA,cbe35e54-4536-4a2d-8ded-8e831625bfd9,NA,Other invertebrates
135,Sea anemone,ANEM,Other Invertebrates,7,564,Anemone,NA,cbe35e54-4536-4a2d-8ded-8e831625bfd9,NA,Other invertebrates
